date,production,id
2020-12-15,135395.73,192
2020-12-15,82803.24,4
2020-12-15,125882.88,279
2020-12-15,342996.18,72
2020-12-15,193391.71,123
2020-12-15,335848.33,144
2020-12-15,124830.6,178
2020-12-15,127927.37,80
2020-12-15,141327.21,55
2020-12-15,102900.56,65
2020-12-15,143674.42,261
2020-12-15,170659.28,58
2020-12-15,189227.03,184
2020-12-15,217950.74,38
2020-12-15,146285.29,30
2020-12-15,39514.9,281
2020-12-15,-14721.59,95
2020-12-15,148173.8,170
2020-12-15,166480.94,205
2020-12-15,78835.56,151
2020-12-15,126319.66,37
2020-12-15,217127.17,196
2020-12-15,124628.83,224
2020-12-15,334989.31,260
2020-12-15,206110.46,124
2020-12-15,81357.53,223
2020-12-15,142118.92,219
2020-12-15,249972.96,107
2020-12-15,146501.85,31
2020-12-15,92727.27,99
2020-12-15,82354.1,104
2020-12-15,151967.82,162
2020-12-15,133544.75,273
2020-12-15,427088.06,74
2020-12-15,155228.83,270
2020-12-15,223794.42,180
2020-12-15,68850.29,199
2020-12-15,139307.66,274
2020-12-15,160450.85,76
2020-12-15,484932.83,6
2020-12-15,810909.29,250
2020-12-15,82762.13,271
2020-12-15,162833.3,85
2020-12-15,410565.53,32
2020-12-15,185183.83,48
2020-12-15,141021.88,51
2020-12-15,179841.94,147
2020-12-15,133349.75,81
2020-12-15,81103.25,46
2020-12-15,76377.5,22
2020-12-15,346326.5,121
2020-12-15,97133.33,244
2020-12-15,179178.15,33
2020-12-15,520421.8,49
2020-12-15,46528.18,243
2020-12-15,863467.95,126
2020-12-15,82443.73,67
2019-12-15,221382.6,34
2019-12-15,150289.65,280
2019-12-15,190786.65,90
2019-12-15,131145.26,251
2019-12-15,415850.77,202
2019-12-15,219418.05,69
2019-12-15,99751.0,154
2019-12-15,74255.98,82
2019-12-15,71279.6,56
2019-12-15,121989.69,282
2019-12-15,71630.65,114
2019-12-15,137955.68,186
2019-12-15,239009.04,229
2019-12-15,53052.72,234
2019-12-15,138440.79,201
2019-12-15,378546.53,220
2019-12-15,830211.63,227
2019-12-15,190709.08,105
2019-12-15,307326.94,193
2019-12-15,155966.66,239
2019-12-15,302163.29,39
2019-12-15,169555.63,188
2019-12-15,355271.55,248
2019-12-15,66508.94,225
2019-12-15,66508.94,57
2019-12-15,205500.89,208
2019-12-15,206126.48,228
2019-12-15,217942.01,111
2019-12-15,291730.34,265
2019-12-15,296965.6,120
2019-12-15,62436.69,176
2019-12-15,77262.93,68
2019-12-15,27062.74,262
2019-12-15,101508.66,159
2019-12-15,81787.45,130
2019-12-15,179151.02,207
2019-12-15,82701.18,24
2019-12-15,370497.1,135
2019-12-15,64871.55,231
2019-12-15,239332.03,143
2019-12-15,93612.87,43
2019-12-15,224501.28,157
2019-12-15,114558.445,181
2019-12-15,507565.62,258
2019-12-15,146480.4,40
2019-12-15,147626.0,70
2019-12-15,163550.98,246
2019-12-15,310035.83,283
2019-12-15,51132.39,20
2019-12-15,56952.87,2
2019-12-15,155631.56,133
2019-12-15,373885.93,256
2019-12-15,749944.06,8
2019-12-15,68172.09,172
2019-12-15,144560.76,44
2019-12-15,30789.65,93
2019-12-15,59001.06,45
2019-12-15,50953.2,25
2019-12-15,232271.71,259
2019-12-15,270047.57,145
2019-12-15,227832.47,163
2019-12-15,62656.98,136
2019-12-15,150683.5,264
2019-12-15,113286.74,165
2019-12-15,166380.71,164
2019-12-15,214570.95,142
2019-12-15,177559.45,109
2019-12-15,227925.53,100
2019-12-15,449875.63,152
2019-12-15,166577.38,266
2019-12-15,103815.06,73
2019-12-15,114642.34,54
2019-12-15,618888.8,7
2019-12-15,332851.84,36
2019-12-15,131417.97,128
2019-12-15,80290.13,9
2019-12-15,273472.86,108
2019-12-15,236453.02,127
2019-12-15,105414.15,194
2019-12-15,50703.91,15
2019-12-15,421843.2,52
2019-12-15,48661.78,155
2019-12-15,961011.0067,77
2019-12-15,70548.94,131
2019-12-15,111471.0,98
2019-12-15,283610.65,101
2019-12-15,189490.51,182
2019-12-15,274020.64,139
2019-12-15,317332.08,267
2019-12-15,154764.19,84
2019-12-15,192929.59,179
2019-12-15,187544.08,263
2019-12-15,129546.67,86
2019-12-15,226398.23,275
2019-12-15,53658.91,215
2019-12-15,53658.91,240
2019-12-15,226398.23,3
2019-12-15,102757.26,245
2019-12-15,183653.14,23
2019-12-15,246750.08,173
2019-12-15,245162.79,122
2019-12-15,103852.22,166
2019-12-15,112512.82,119
2019-12-15,148088.93,272
2019-12-15,342547.02,190
2019-12-15,39636.02,238
2019-12-15,511007.8,167
2019-12-15,138972.68,168
2019-12-15,127251.6,27
2019-12-15,71444.38,230
2019-12-15,23882.5,1
2019-12-15,149789.3,148
2019-12-15,185241.02,169
2019-12-15,90076.35,149
2019-12-15,87662.66,253
2019-12-15,129728.44,254
2019-12-15,178275.79,50
2019-12-15,111245.51,71
2019-12-15,156440.81,19
2019-12-15,81945.79,187
2019-12-15,173456.8,91
2019-12-15,168829.87,115
2019-12-15,192604.11,10
2019-12-15,114790.79,5
2019-12-15,174327.19,26
2019-12-15,290949.28,232
2019-12-15,39816.28,61
2019-12-15,33006.29,257
2019-12-15,196360.94,59
2019-12-15,117375.48,221
2019-12-15,116469.89,60
2019-12-15,124406.44,94
2019-12-15,74903.26,233
2019-12-15,84169.31,63
2019-12-15,198647.35,183
2019-12-15,96086.78,102
2019-12-15,171230.86,64
2019-12-15,81966.48,160
2019-12-15,292454.71,189
2019-12-15,51284.06,35
2019-12-15,117739.21,112
2019-12-15,177655.27,106
2019-12-15,130591.43,242
2019-12-15,122187.58,138
2019-12-15,234257.1,171
2019-12-15,340493.89,83
2019-12-15,162544.17,235
2019-12-15,193133.85,125
2019-12-15,131290.15,116
2019-12-15,56840.69,191
2019-12-15,115137.93,42
2019-12-15,130031.21,218
2019-12-15,211735.18,241
2019-12-15,184163.89,198
2019-12-15,290825.09,226
2019-12-15,246856.22,216
2019-12-15,155112.66,185
2019-12-15,308076.71,21
2019-12-15,388225.61,214
2019-12-15,174834.31,78
2019-12-15,130101.37,276
2019-12-15,157499.95,16
2019-12-15,208348.59,17
2019-12-15,52815.93,236
2019-12-15,58129.98,92
2019-12-15,133165.7,29
2019-12-15,73955.28,177
2019-12-15,339666.76,277
2019-12-15,186385.38,88
2019-12-15,180497.56,13
2019-12-15,93948.04,117
2019-12-15,100824.14,129
2019-12-15,144897.06,222
2019-12-15,59739.75,11
2019-12-15,142316.69,255
2019-12-15,213231.95,204
2019-12-15,144675.47,237
2019-12-15,1435.11,212
2019-12-15,293011.05,75
2019-12-15,94351.27,197
2019-12-15,153646.84,247
2019-12-15,364542.94,249
2019-12-15,133323.25,18
2019-12-15,215782.64,62
2019-12-15,188697.06,158
2019-12-15,92902.97,141
2019-12-15,408125.38,156
2019-12-15,185257.39,150
2019-12-15,243256.66,132
2019-12-15,122229.23,203
2019-12-15,196799.45,113
2019-12-15,134808.63,206
2019-12-15,88711.57,53
2019-12-15,246983.9,97
2019-12-15,135769.63,195
2019-12-15,296631.16,28
2019-12-15,310811.25,153
2019-12-15,132755.0,137
2019-12-15,113138.56,268
2019-12-15,119664.98,175
2019-12-15,162289.49,140
2019-12-15,23479.48,200
2019-12-15,151741.81,210
2019-12-15,136421.91,284
2019-12-15,124403.89,217
2019-12-15,90173.7,96
2019-12-15,102594.46,103
2019-12-15,107756.38,12
2019-12-15,74846.8,211
2019-12-15,94557.48,174
2019-12-15,159937.79,41
2019-12-15,199293.01,278
2019-12-15,181613.0,89
2019-12-15,182161.43,213
2019-12-15,231519.39,146
2019-12-15,128810.05,79
2019-12-15,329560.78,47
2019-12-15,259974.68,209
2019-12-15,139120.32,269
2019-12-15,209823.1,161
2019-12-15,130625.65,134
2019-12-15,210885.97,14
2019-12-15,47555.65,110
2019-12-15,185843.32,118
2019-12-15,120638.11,192
2019-12-15,50552.71,4
2019-12-15,126327.94,279
2019-12-15,289482.86,72
2019-12-15,184465.22,123
2019-12-15,263720.84,144
2019-12-15,168740.73,178
2019-12-15,138194.57,80
2019-12-15,184594.4,55
2019-12-15,141114.45,65
2019-12-15,182564.71,261
2019-12-15,284609.99,58
2019-12-15,335479.24,184
2019-12-15,250682.7,38
2019-12-15,138923.43,30
2019-12-15,53065.74,281
2019-12-15,117567.0,95
2019-12-15,175442.93,170
2019-12-15,156892.85,205
2019-12-15,293404.98,151
2019-12-15,197777.25,37
2019-12-15,310550.97,196
2019-12-15,124080.91,224
2019-12-15,225486.57,260
2019-12-15,269521.07,124
2019-12-15,95006.41,223
2019-12-15,119056.31,219
2019-12-15,189442.42,107
2019-12-15,200569.16,31
2019-12-15,80776.08,99
2019-12-15,85338.19,104
2019-12-15,163804.74,162
2019-12-15,126678.45,273
2019-12-15,338765.2,74
2019-12-15,145382.37,270
2019-12-15,229753.96,180
2019-12-15,93966.18,199
2019-12-15,106636.24,274
2019-12-15,189978.86,76
2019-12-15,398463.0,6
2019-12-15,892430.14,250
2019-12-15,103712.15,271
2019-12-15,150823.6,85
2019-12-15,361407.05,32
2019-12-15,189208.52,48
2019-12-15,196972.4,51
2019-12-15,169711.48,147
2019-12-15,410194.16,66
2019-12-15,90211.0,81
2019-12-15,88548.85,46
2019-12-15,71534.0,22
2019-12-15,198693.31,121
2019-12-15,111399.13,244
2019-12-15,2565.07,126
2019-12-15,315826.68,49
2019-12-15,48988.7,243
2019-12-15,162496.86,33
2019-12-15,60551.02,67
2018-12-15,221071.58,34
2018-12-15,121034.33,280
2018-12-15,176587.83,90
2018-12-15,87589.42,251
2018-12-15,308541.15,202
2018-12-15,253128.03,69
2018-12-15,114691.99,154
2018-12-15,107575.75,82
2018-12-15,79932.38,56
2018-12-15,95590.37,282
2018-12-15,56260.0,114
2018-12-15,109469.81,186
2018-12-15,248639.23,229
2018-12-15,50662.06,234
2018-12-15,144642.22,201
2018-12-15,302048.42,220
2018-12-15,785487.97,227
2018-12-15,200917.4,105
2018-12-15,247677.34,193
2018-12-15,146770.49,239
2018-12-15,286488.23,39
2018-12-15,166565.02,188
2018-12-15,310736.09,248
2018-12-15,40618.18,225
2018-12-15,40618.18,57
2018-12-15,203306.72,208
2018-12-15,186754.56,228
2018-12-15,266710.73,111
2018-12-15,291174.19,265
2018-12-15,284457.9,120
2018-12-15,44070.36,176
2018-12-15,90111.51,68
2018-12-15,22444.36,262
2018-12-15,122961.19,159
2018-12-15,77040.84,130
2018-12-15,179280.08,207
2018-12-15,72627.06,24
2018-12-15,374064.23,135
2018-12-15,55319.41,231
2018-12-15,214995.9,143
2018-12-15,87800.52,43
2018-12-15,212294.82,157
2018-12-15,107023.42,181
2018-12-15,455528.35,258
2018-12-15,146997.1,40
2018-12-15,181809.0,70
2018-12-15,118192.31,246
2018-12-15,324037.94,283
2018-12-15,47103.5,20
2018-12-15,58962.26,2
2018-12-15,44924.1,133
2018-12-15,462562.05,256
2018-12-15,630481.56,8
2018-12-15,63767.9,172
2018-12-15,158572.39,44
2018-12-15,28135.79,93
2018-12-15,46231.67,45
2018-12-15,46264.64,25
2018-12-15,208861.85,259
2018-12-15,271059.13,145
2018-12-15,172567.91,163
2018-12-15,48105.58,136
2018-12-15,125818.12,264
2018-12-15,110917.43,165
2018-12-15,159844.56,164
2018-12-15,243640.47,142
2018-12-15,185363.96,109
2018-12-15,218970.17,100
2018-12-15,401226.23,152
2018-12-15,136255.95,266
2018-12-15,84429.4,73
2018-12-15,104489.55,54
2018-12-15,606381.2,7
2018-12-15,314026.87,36
2018-12-15,145694.17,128
2018-12-15,83717.35,9
2018-12-15,236027.55,108
2018-12-15,220029.33,127
2018-12-15,104272.59,194
2018-12-15,56973.1,15
2018-12-15,391670.02,52
2018-12-15,56465.1,155
2018-12-15,931932.6866,77
2018-12-15,65150.29,131
2018-12-15,101573.66,98
2018-12-15,224190.98,101
2018-12-15,142819.56,182
2018-12-15,312119.69,139
2018-12-15,342376.37,267
2018-12-15,147641.34,84
2018-12-15,198689.86,179
2018-12-15,183512.29,263
2018-12-15,106397.39,86
2018-12-15,133174.29,275
2018-12-15,62962.17,215
2018-12-15,62962.17,240
2018-12-15,133174.29,3
2018-12-15,106776.49,245
2018-12-15,198040.83,23
2018-12-15,278951.29,173
2018-12-15,269585.15,122
2018-12-15,126642.87,166
2018-12-15,117219.45,119
2018-12-15,140798.65,272
2018-12-15,301140.48,190
2018-12-15,39128.02,238
2018-12-15,533363.97,167
2018-12-15,122577.02,168
2018-12-15,94498.21,27
2018-12-15,81445.0,230
2018-12-15,23199.18,1
2018-12-15,143890.31,169
2018-12-15,84953.25,149
2018-12-15,91105.96,253
2018-12-15,109187.7,254
2018-12-15,196536.53,50
2018-12-15,98307.65,71
2018-12-15,157434.27,19
2018-12-15,92094.17,187
2018-12-15,188132.92,91
2018-12-15,148360.36,115
2018-12-15,168880.51,10
2018-12-15,93479.34,5
2018-12-15,176189.98,26
2018-12-15,440714.07,232
2018-12-15,17359.0,61
2018-12-15,15468.65,257
2018-12-15,153824.25,59
2018-12-15,98060.81,221
2018-12-15,123257.4,60
2018-12-15,118644.17,94
2018-12-15,83823.19,233
2018-12-15,72594.8,63
2018-12-15,161571.17,183
2018-12-15,60885.31,102
2018-12-15,173082.64,64
2018-12-15,64593.79,160
2018-12-15,232319.7,189
2018-12-15,48948.69,35
2018-12-15,121998.38,112
2018-12-15,148111.56,106
2018-12-15,110310.99,242
2018-12-15,149978.22,138
2018-12-15,230414.78,171
2018-12-15,308101.54,83
2018-12-15,111187.71,235
2018-12-15,153604.67,125
2018-12-15,69045.61,116
2018-12-15,37909.04,191
2018-12-15,48708.39,42
2018-12-15,125069.51,218
2018-12-15,219231.72,241
2018-12-15,168780.94,198
2018-12-15,1622.96,226
2018-12-15,251712.59,216
2018-12-15,143041.58,185
2018-12-15,272626.79,21
2018-12-15,345214.63,214
2018-12-15,175046.83,78
2018-12-15,233933.49,276
2018-12-15,143873.42,16
2018-12-15,198074.82,17
2018-12-15,44485.64,236
2018-12-15,59754.59,92
2018-12-15,114083.53,29
2018-12-15,67976.12,177
2018-12-15,254337.92,277
2018-12-15,157738.13,88
2018-12-15,81291.63,117
2018-12-15,94934.94,129
2018-12-15,118570.31,222
2018-12-15,41066.43,11
2018-12-15,119322.2,255
2018-12-15,125506.75,237
2018-12-15,38.24,212
2018-12-15,263863.0,75
2018-12-15,95333.2,197
2018-12-15,125781.17,247
2018-12-15,304996.78,249
2018-12-15,129973.01,18
2018-12-15,294730.62,62
2018-12-15,180595.27,158
2018-12-15,103104.95,141
2018-12-15,399906.06,156
2018-12-15,212882.34,150
2018-12-15,233061.88,132
2018-12-15,112683.81,203
2018-12-15,201129.85,113
2018-12-15,138402.06,206
2018-12-15,75710.51,53
2018-12-15,251833.33,97
2018-12-15,101460.64,195
2018-12-15,252629.71,28
2018-12-15,277766.13,153
2018-12-15,152698.93,137
2018-12-15,129282.57,268
2018-12-15,132401.7,175
2018-12-15,133894.82,140
2018-12-15,137267.9,200
2018-12-15,153850.97,210
2018-12-15,129964.62,284
2018-12-15,104700.0,217
2018-12-15,73665.4,96
2018-12-15,78953.8,103
2018-12-15,83640.26,12
2018-12-15,72141.37,211
2018-12-15,141694.79,174
2018-12-15,191872.07,41
2018-12-15,171318.06,278
2018-12-15,131246.4,89
2018-12-15,137710.46,213
2018-12-15,212667.43,146
2018-12-15,116469.23,79
2018-12-15,255339.38,47
2018-12-15,217839.64,209
2018-12-15,139792.43,269
2018-12-15,192126.89,161
2018-12-15,152679.2,134
2018-12-15,206829.57,14
2018-12-15,36207.8,110
2018-12-15,167449.33,118
2018-12-15,129531.43,192
2018-12-15,64890.45,4
2018-12-15,138405.98,279
2018-12-15,295184.56,72
2018-12-15,208916.94,123
2018-12-15,234799.37,144
2018-12-15,182227.44,178
2018-12-15,61004.52,80
2018-12-15,151491.76,55
2018-12-15,71813.22,65
2018-12-15,215611.06,261
2018-12-15,295568.34,58
2018-12-15,268463.96,184
2018-12-15,228959.12,38
2018-12-15,105229.76,30
2018-12-15,81473.66,281
2018-12-15,116760.41,95
2018-12-15,164354.21,170
2018-12-15,163438.17,205
2018-12-15,207931.16,151
2018-12-15,181519.35,37
2018-12-15,286505.76,196
2018-12-15,101939.4,224
2018-12-15,188018.34,260
2018-12-15,310667.72,124
2018-12-15,109287.86,223
2018-12-15,179126.52,107
2018-12-15,158279.32,31
2018-12-15,66388.21,99
2018-12-15,58616.78,104
2018-12-15,219835.9,162
2018-12-15,100302.38,273
2018-12-15,263911.36,74
2018-12-15,137755.11,270
2018-12-15,184813.14,180
2018-12-15,86424.74,199
2018-12-15,111062.49,274
2018-12-15,182875.37,76
2018-12-15,380850.23,6
2018-12-15,912175.45,250
2018-12-15,136241.0,271
2018-12-15,143615.85,85
2018-12-15,305740.76,32
2018-12-15,200239.39,48
2018-12-15,189663.06,51
2018-12-15,484938.87,66
2018-12-15,201798.97,147
2018-12-15,102898.9,81
2018-12-15,74745.94,46
2018-12-15,72016.0,22
2018-12-15,195972.16,121
2018-12-15,83922.87,244
2018-12-15,502582.51,126
2018-12-15,37454.56,243
2018-12-15,288092.47,49
2018-12-15,85373.56,33
2018-12-15,69302.18,67
2017-12-15,233837.64,34
2017-12-15,225476.76,280
2017-12-15,172918.02,90
2017-12-15,90086.78,251
2017-12-15,324859.59,202
2017-12-15,225182.28,69
2017-12-15,109435.97,154
2017-12-15,98366.67,82
2017-12-15,106178.19,56
2017-12-15,73000.85,282
2017-12-15,56553.6,114
2017-12-15,144393.12,186
2017-12-15,252106.36,229
2017-12-15,52295.93,234
2017-12-15,140822.56,201
2017-12-15,322082.44,220
2017-12-15,752191.46,227
2017-12-15,279526.85,105
2017-12-15,286544.57,193
2017-12-15,161246.9,239
2017-12-15,263229.75,39
2017-12-15,236166.66,188
2017-12-15,363224.15,248
2017-12-15,29708.02,225
2017-12-15,29708.02,57
2017-12-15,207442.38,208
2017-12-15,185244.07,228
2017-12-15,327690.59,265
2017-12-15,247719.52,120
2017-12-15,44873.9,176
2017-12-15,113604.6,68
2017-12-15,31457.19,262
2017-12-15,154996.07,159
2017-12-15,77190.27,130
2017-12-15,163265.64,207
2017-12-15,74126.3,24
2017-12-15,421372.08,135
2017-12-15,62724.82,231
2017-12-15,248945.69,143
2017-12-15,72041.71,43
2017-12-15,217768.95,157
2017-12-15,113474.21,181
2017-12-15,443264.03,258
2017-12-15,178942.4,40
2017-12-15,179852.0,70
2017-12-15,144321.36,246
2017-12-15,304277.93,283
2017-12-15,33177.81,20
2017-12-15,128137.5,133
2017-12-15,519232.1,256
2017-12-15,642874.7,8
2017-12-15,95545.69,172
2017-12-15,150442.14,44
2017-12-15,58398.12,93
2017-12-15,49051.23,45
2017-12-15,81266.9,25
2017-12-15,226970.08,259
2017-12-15,311233.58,145
2017-12-15,287001.66,163
2017-12-15,33092.64,136
2017-12-15,123963.65,264
2017-12-15,145028.51,164
2017-12-15,175621.4,142
2017-12-15,166788.86,109
2017-12-15,215090.46,100
2017-12-15,397030.76,152
2017-12-15,136123.28,266
2017-12-15,72336.44,73
2017-12-15,111755.47,54
2017-12-15,295235.55,36
2017-12-15,143587.99,128
2017-12-15,71467.97,9
2017-12-15,240594.57,108
2017-12-15,179031.38,127
2017-12-15,117356.42,194
2017-12-15,51416.37,15
2017-12-15,561307.13,52
2017-12-15,90868.66,155
2017-12-15,909285.8146,77
2017-12-15,82950.29,131
2017-12-15,125914.86,98
2017-12-15,224154.85,101
2017-12-15,169735.82,182
2017-12-15,258442.62,139
2017-12-15,317689.43,267
2017-12-15,144005.36,84
2017-12-15,148813.02,179
2017-12-15,128026.35,263
2017-12-15,107497.26,86
2017-12-15,146621.65,275
2017-12-15,91522.11,215
2017-12-15,146621.65,3
2017-12-15,91522.11,240
2017-12-15,88766.26,245
2017-12-15,157596.43,23
2017-12-15,282671.97,173
2017-12-15,222256.13,122
2017-12-15,125061.25,166
2017-12-15,33296.78,119
2017-12-15,148926.74,272
2017-12-15,304656.17,190
2017-12-15,22061.14,238
2017-12-15,576518.21,167
2017-12-15,139871.63,168
2017-12-15,109837.76,27
2017-12-15,74007.18,230
2017-12-15,28638.85,1
2017-12-15,160402.12,169
2017-12-15,97500.01,149
2017-12-15,77581.88,253
2017-12-15,151444.62,254
2017-12-15,217929.2,50
2017-12-15,204651.35,19
2017-12-15,166266.42,187
2017-12-15,184129.87,91
2017-12-15,186358.84,115
2017-12-15,152113.21,10
2017-12-15,85229.17,5
2017-12-15,189539.69,26
2017-12-15,589040.18,232
2017-12-15,25538.91,61
2017-12-15,24525.42,257
2017-12-15,146561.89,59
2017-12-15,147891.23,221
2017-12-15,106149.55,60
2017-12-15,109862.4,94
2017-12-15,71400.91,233
2017-12-15,69872.47,63
2017-12-15,188925.5,183
2017-12-15,89319.66,102
2017-12-15,158719.26,64
2017-12-15,69436.78,160
2017-12-15,203974.04,189
2017-12-15,34474.92,35
2017-12-15,112486.85,112
2017-12-15,151815.99,106
2017-12-15,101159.46,242
2017-12-15,107270.51,138
2017-12-15,217791.67,171
2017-12-15,276833.78,83
2017-12-15,114997.93,235
2017-12-15,190025.55,125
2017-12-15,84397.04,116
2017-12-15,33517.65,191
2017-12-15,56225.5,42
2017-12-15,142713.05,218
2017-12-15,223567.61,241
2017-12-15,179736.2,198
2017-12-15,164.7,226
2017-12-15,236039.75,216
2017-12-15,152923.42,185
2017-12-15,267035.18,21
2017-12-15,360673.8,214
2017-12-15,177898.18,78
2017-12-15,152141.08,16
2017-12-15,188070.24,17
2017-12-15,71416.53,236
