Period,Data Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284
2012-11,Historical Data,0.0,0.0,135648.1,0.0,83886.47,420767.94,0.0,639923.26,90389.33,0.0,56551.1,126621.27,168825.82,207205.41,88301.21,137485.97,137204.39,0.0,0.0,0.0,242298.8,0.0,0.0,0.0,0.0,0.0,116321.95,253431.31,101802.57,80625.14,0.0,272795.65,0.0,0.0,0.0,294055.11,169314.23,287589.57,0.0,170945.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316863.59,0.0,39723.84,127387.62,0.0,59542.31,119243.47,31127.26,136370.93,0.0,336544.3,236166.92,154101.99,0.0,0.0,0.0,79375.77,0.0,0.0,0.0,0.0,220233.99,101679.0,0.0,0.0,74861.65,214033.19,195853.2,0.0,749531.27,160411.55,132523.89,84366.46,50523.8,0.0,138560.36,857.68,129270.61,0.0,0.0,0.0,152870.0,171133.18,162061.92,0.0,145262.4,115448.86,107648.38,972.0,292908.89,0.0,0.0,224559.78,242871.43,96063.75,110220.05,0.0,164784.73,0.0,176426.41,0.0,0.0,61189.58,0.0,94092.17,235634.1,69717.78,0.0,84083.4,0.0,166822.32,0.0,0.0,139311.63,0.0,0.0,114622.35,0.0,0.0,0.0,146749.67,0.0,99093.23,0.0,0.0,0.0,0.0,307339.15,0.0,151098.64,0.0,229523.52,0.0,110606.52,216977.93,294378.28,0.0,0.0,0.0,118556.03,0.0,101403.422,0.0,150558.25,368138.81,0.0,109637.45,0.0,0.0,231849.9,154504.69,173146.32,56116.07,0.0,234130.38,0.0,185307.17,138662.21,161743.19,557558.29,75366.79,172512.01,160022.52,314061.22,0.0,0.0,202885.89,83349.03,0.0,75696.04,0.0,0.0,0.0,143764.77,137735.61,143171.97,285676.24,132734.69,126993.88,115987.24,303504.36,110346.73,372090.64,0.0,0.0,0.0,0.0,142855.81,358791.09,88850.16,81044.28,166764.29,304743.9,172543.05,0.0,0.0,0.0,0.0,135394.23,302616.38,254395.86,0.0,202397.59,0.0,0.0,112065.34,0.0,0.0,241649.02,91725.69,0.0,0.0,346987.54,0.0,0.0,97250.75,57514.16,0.0,0.0,674475.39,0.0,141327.33,0.0,68476.48,114920.6,67995.94,42776.03,0.0,0.0,137285.3,27585.0,149190.52,0.0,188475.34,132223.06,0.0,0.0,115364.53,0.0,153617.93,273979.36,249891.68,969317.0,0.0,0.0,103108.96,88017.23,0.0,0.0,0.0,442414.98,0.0,229632.63,189203.01,34551.74,0.0,186926.57,374905.49,155362.78,339067.73,0.0,157912.53,87329.56,148833.88,145946.59,45318.36,0.0,135648.1,0.0,319109.99,0.0,0.0,0.0,39881.9,137148.79,0.0,174895.56
2012-12,Historical Data,0.0,0.0,133740.02,0.0,74634.61,380653.39,0.0,545114.02,75968.76,0.0,34411.1,110181.28,127578.49,132335.74,58155.23,137852.62,0.0,0.0,0.0,0.0,217025.75,0.0,0.0,0.0,0.0,0.0,99791.72,193002.82,63869.06,76328.23,0.0,216586.13,0.0,0.0,0.0,240283.81,143609.46,0.0,0.0,167816.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237117.88,0.0,38891.59,150680.09,0.0,70532.07,87633.79,28288.54,78178.31,0.0,231438.61,134852.16,117048.59,0.0,0.0,0.0,0.0,59639.17,0.0,0.0,46403.66,167159.32,37542.0,0.0,0.0,47640.68,143393.05,164860.7,0.0,759397.13,131539.53,103499.35,68179.24,33706.5,0.0,123146.69,0.0,110915.19,0.0,0.0,0.0,115515.0,156200.24,217223.21,0.0,145523.23,0.0,72356.64,0.0,222834.09,0.0,0.0,173820.27,246016.4,77531.28,64035.93,0.0,142782.86,0.0,152597.41,0.0,0.0,59691.7,0.0,35244.9,168486.96,50174.66,0.0,92320.87,0.0,135477.32,0.0,0.0,159655.8,0.0,67951.34,103551.38,0.0,0.0,0.0,118876.27,0.0,78424.19,0.0,0.0,0.0,0.0,266026.32,0.0,134028.94,0.0,232439.9,0.0,88140.27,188087.84,262997.35,0.0,0.0,0.0,112917.69,0.0,84140.23,0.0,131766.28,0.0,0.0,111698.24,0.0,269156.7,196201.1,151201.06,136570.56,44529.63,0.0,259524.17,0.0,96961.06,83789.43,160409.26,473238.28,56220.94,170106.73,106857.28,255684.42,0.0,0.0,140848.57,74056.22,0.0,58208.46,0.0,0.0,0.0,89609.88,133888.49,149581.16,267700.91,88656.7,0.0,104232.4,161442.83,123201.67,275554.65,0.0,0.0,0.0,0.0,136910.1,266957.84,71069.22,81190.93,135627.63,252923.19,154494.31,0.0,0.0,0.0,0.0,133410.65,294093.92,157895.73,0.0,203734.21,0.0,0.0,98402.09,0.0,0.0,175386.17,73022.86,0.0,0.0,290346.22,0.0,0.0,81857.07,50895.31,0.0,0.0,601529.64,0.0,98731.45,0.0,51716.23,118962.7,57009.19,0.0,0.0,0.0,93311.61,0.0,113406.47,0.0,0.0,97021.5,0.0,0.0,84453.31,0.0,0.0,240201.76,183672.4,855782.85,0.0,231571.4,82265.9,74267.83,0.0,0.0,0.0,375504.79,0.0,190451.79,149737.2,0.0,0.0,129560.92,283655.81,134927.89,346430.73,0.0,0.0,74975.3,120500.31,108878.79,59605.86,0.0,133740.02,0.0,207518.7,0.0,0.0,160.0,41519.75,87212.93,0.0,145946.51
2013-01,Historical Data,0.0,0.0,137318.98,0.0,98960.13,415268.55,0.0,697599.17,80689.7,0.0,41990.45,125393.18,170746.56,171737.06,90929.91,137358.26,109294.89,0.0,205498.23,0.0,260003.46,0.0,0.0,0.0,0.0,0.0,96502.27,219153.35,113725.51,86472.5,0.0,274179.41,0.0,0.0,0.0,279427.89,125871.5,291298.91,0.0,164763.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356799.83,0.0,44121.25,124036.54,0.0,77866.22,125873.39,34221.94,112332.23,0.0,308952.74,161997.29,116153.56,0.0,0.0,0.0,0.0,125855.26,0.0,0.0,0.0,189708.03,113715.5,0.0,0.0,88714.89,226068.26,215049.4,0.0,799755.73,115090.58,142665.0,92486.2,62702.0,0.0,165232.41,276.0,128277.52,0.0,0.0,0.0,148837.0,170047.4,133097.47,0.0,155544.87,116647.38,105195.65,0.0,317888.57,0.0,0.0,264822.92,228385.32,67082.72,96144.96,0.0,198895.72,0.0,178231.68,0.0,0.0,87705.77,0.0,80991.49,245549.82,64568.38,0.0,89862.76,0.0,184421.38,0.0,0.0,226984.35,0.0,0.0,131690.79,0.0,0.0,0.0,153053.14,0.0,105950.77,0.0,0.0,0.0,0.0,321459.8,0.0,116962.64,0.0,319022.33,0.0,95964.23,217138.45,330179.8,0.0,0.0,0.0,85005.13,0.0,104588.91,158879.58,155824.71,0.0,0.0,111509.15,0.0,0.0,225893.97,172865.09,157638.79,67013.22,0.0,384970.43,0.0,139048.55,145750.78,159710.79,591482.56,88795.56,157342.84,161854.53,275687.62,0.0,0.0,193108.65,77375.98,0.0,78985.89,0.0,0.0,163278.5,149413.07,157680.0,159808.82,288737.5,112169.24,133532.46,99189.26,231403.6,151274.23,318495.13,0.0,0.0,0.0,0.0,146064.92,330190.06,93362.77,93049.9,155245.06,319194.69,145380.97,0.0,0.0,0.0,0.0,129936.7,329260.99,234362.97,0.0,223669.56,0.0,0.0,120614.77,0.0,0.0,245370.0,89591.85,0.0,0.0,371940.63,0.0,0.0,131777.78,52926.31,0.0,0.0,704459.18,0.0,152594.47,0.0,70240.32,116504.8,73209.05,33369.22,0.0,0.0,115662.92,43094.7,142005.5,0.0,0.0,130676.97,0.0,0.0,134067.02,0.0,153814.43,293431.92,239836.76,903982.53,0.0,259121.64,106461.26,86540.77,0.0,0.0,0.0,417086.66,0.0,220496.18,233276.26,0.0,0.0,130675.82,328543.95,147894.5,283856.17,0.0,0.0,86098.72,147018.97,133065.54,112953.78,0.0,137318.98,0.0,258265.02,0.0,0.0,43437.71,56412.45,105437.69,0.0,139400.28
2013-02,Historical Data,0.0,0.0,113300.87,0.0,65327.58,382249.82,0.0,528684.86,72772.4,0.0,48792.75,118391.1,171656.96,137842.75,76874.19,118501.37,0.0,96256.74,0.0,0.0,213850.05,0.0,0.0,0.0,0.0,0.0,101197.4,219285.0,90855.97,73564.77,0.0,279834.45,0.0,0.0,0.0,236803.48,111816.67,201490.55,0.0,169840.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235561.36,0.0,36535.02,103012.5,0.0,61058.96,117068.24,0.0,102015.35,0.0,277829.3,162896.18,136019.37,0.0,0.0,0.0,0.0,88632.62,679698.9,0.0,0.0,184608.66,118771.0,0.0,0.0,62380.97,179414.49,228614.8,0.0,718795.33,162658.61,100655.81,63493.78,48787.1,0.0,147535.73,314.0,119830.43,0.0,0.0,0.0,143327.5,146305.27,157367.67,0.0,107205.91,104562.02,102254.14,0.0,238589.77,113397.27,0.0,218006.79,229128.3,76204.02,110516.12,0.0,169064.54,0.0,146448.96,0.0,0.0,78945.65,0.0,80142.81,223904.45,0.0,0.0,80061.1,0.0,149294.06,0.0,0.0,209621.79,0.0,0.0,122519.86,0.0,0.0,0.0,104501.35,0.0,81332.89,0.0,0.0,35.0,0.0,266488.3,28367.11,139088.1,0.0,215419.22,0.0,105971.82,163254.28,349876.75,0.0,0.0,0.0,148849.5,0.0,100150.48,147435.22,132440.47,328040.48,0.0,88646.13,0.0,0.0,182798.25,179394.16,156282.6,48756.39,0.0,379842.46,0.0,124723.25,117179.35,125582.58,493682.76,67337.32,166066.89,135019.11,236469.14,0.0,0.0,181613.13,64422.54,0.0,75222.53,0.0,0.0,151448.67,127732.91,162802.6,141923.49,234668.93,125126.73,119921.65,76461.92,203287.33,69172.2,337755.45,0.0,0.0,0.0,0.0,134415.27,261933.01,84124.59,94145.37,143292.93,316973.18,159617.08,0.0,0.0,0.0,0.0,118764.46,261066.64,193851.63,0.0,189241.17,0.0,0.0,103159.11,0.0,0.0,226042.24,77931.71,0.0,0.0,276395.84,0.0,0.0,105363.56,38336.87,0.0,0.0,640330.88,0.0,92508.82,0.0,58649.59,60228.2,65947.3,30805.26,30654.2,0.0,123128.9,23961.58,99906.91,0.0,0.0,114161.06,0.0,0.0,95682.88,0.0,0.0,243419.93,204969.02,854390.43,0.0,229824.9,90399.74,85563.04,0.0,0.0,0.0,448427.99,0.0,204459.13,213998.42,35168.83,0.0,159600.76,317283.77,116524.19,285358.98,0.0,0.0,64309.64,136235.66,112352.84,66782.4,0.0,113300.87,0.0,262822.98,0.0,0.0,203934.88,33459.38,87310.37,0.0,157368.34
2013-03,Historical Data,0.0,0.0,158388.63,0.0,79387.72,422340.74,0.0,616017.65,92313.52,0.0,43810.65,93431.65,158537.51,180508.72,70089.29,120961.0,115783.79,96971.17,0.0,0.0,261895.79,0.0,0.0,0.0,0.0,0.0,109247.84,238723.21,92425.07,84964.43,0.0,219312.75,0.0,0.0,0.0,255013.38,135189.44,234613.16,0.0,168152.22,0.0,0.0,0.0,152963.42,0.0,0.0,0.0,190798.45,0.0,45157.16,94673.51,0.0,68876.89,119554.39,29678.11,125803.99,0.0,281665.61,158744.17,139524.64,0.0,0.0,0.0,0.0,119695.74,687566.22,0.0,46636.91,182905.26,122352.2,0.0,216028.23,66181.68,224748.79,243052.56,0.0,700651.66,144803.32,104502.9,95430.1,49604.5,0.0,191544.34,26.55,139043.37,0.0,0.0,0.0,117655.0,154161.75,161788.14,0.0,150138.31,104934.04,94890.91,0.0,251712.61,111968.24,0.0,231045.68,215595.3,98730.61,91600.3,0.0,128574.26,0.0,154722.73,0.0,0.0,34931.2,0.0,100409.17,211492.16,0.0,0.0,97847.68,0.0,146952.8,0.0,0.0,246711.92,0.0,0.0,118399.88,0.0,0.0,0.0,116095.22,0.0,83407.85,31538.06,0.0,0.0,0.0,288089.34,36982.47,173937.96,0.0,226184.14,0.0,109024.95,173582.13,275754.72,0.0,0.0,0.0,159681.39,0.0,97777.24,151671.65,150474.4,357792.96,0.0,97738.62,0.0,0.0,218502.89,175882.02,163828.34,49649.36,0.0,326465.48,0.0,146986.09,122911.58,142512.34,564414.66,66348.13,117232.83,151543.75,279498.38,0.0,0.0,122913.49,69740.68,0.0,61429.6,0.0,0.0,148363.45,151275.26,130379.9,122031.32,274983.38,139995.45,131708.11,95346.66,197495.57,112924.96,362915.79,0.0,0.0,0.0,0.0,129624.09,306329.95,57491.65,91704.17,198859.53,307817.74,165328.51,0.0,0.0,0.0,66520.94,100145.1,282576.66,197746.36,0.0,188992.27,0.0,0.0,117926.61,0.0,0.0,211231.52,54854.25,0.0,0.0,331966.69,0.0,0.0,124924.09,57550.46,0.0,0.0,619587.24,0.0,109306.03,0.0,45556.13,162061.4,69801.29,46559.87,33356.5,0.0,110194.66,31805.08,112709.37,0.0,0.0,117642.63,0.0,0.0,110101.12,0.0,0.0,287337.43,221131.64,953479.63,0.0,0.0,109914.79,86491.32,0.0,0.0,0.0,444846.81,0.0,209823.23,219771.13,35613.39,0.0,111696.67,320527.33,168142.42,261668.67,0.0,141165.84,76564.46,164748.83,131270.94,103025.1,0.0,158388.63,0.0,288831.67,0.0,0.0,220708.78,57066.83,118981.2,0.0,142641.99
2013-04,Historical Data,0.0,0.0,175110.32,0.0,95562.44,420041.94,0.0,690376.95,90335.71,0.0,60472.85,132260.57,152910.79,229918.45,89278.31,143316.44,0.0,43289.18,0.0,0.0,266489.96,0.0,0.0,0.0,0.0,0.0,98942.22,208172.33,93044.01,86515.13,0.0,266775.28,0.0,0.0,0.0,280205.79,141538.18,303470.15,0.0,219903.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364770.76,0.0,38361.5,103220.75,0.0,98947.54,129041.18,34537.2,123132.64,0.0,354802.78,194810.44,145776.42,0.0,0.0,81117.64,0.0,147861.11,680055.12,0.0,52300.18,222779.92,127894.0,0.0,0.0,72920.73,220351.07,265877.4,0.0,812792.15,140196.12,139396.33,105572.44,82711.5,0.0,158466.45,979.95,160665.72,0.0,0.0,0.0,140300.0,183968.28,163947.44,0.0,147724.84,113010.98,109033.13,0.0,317676.86,111814.46,0.0,261374.75,252514.91,96738.67,99558.26,0.0,209628.06,0.0,179404.34,0.0,0.0,71148.02,0.0,103565.8,242881.19,58846.5,0.0,91563.6,0.0,194952.42,0.0,0.0,318137.21,0.0,73335.73,117899.29,0.0,0.0,0.0,146688.34,0.0,94504.48,0.0,0.0,0.0,0.0,311002.45,36693.84,174567.63,0.0,289238.01,0.0,93465.36,215490.63,397726.13,0.0,0.0,0.0,224540.4,0.0,102101.37,185705.99,145938.05,0.0,0.0,121669.32,0.0,302758.69,226122.44,177721.68,190664.55,72090.39,0.0,431336.44,0.0,165862.79,129514.39,145347.84,660436.37,68576.97,164358.71,149001.04,294285.91,0.0,0.0,180903.23,90186.54,0.0,85780.88,0.0,0.0,0.0,151601.71,140976.67,147855.72,308870.39,120500.91,141664.17,106136.41,340344.54,131891.85,373756.1,0.0,0.0,0.0,0.0,163768.34,350360.69,91376.34,87694.72,179992.22,337124.42,176078.46,0.0,0.0,0.0,161564.2,164306.04,344033.33,243656.1,0.0,256519.12,0.0,0.0,147281.86,0.0,0.0,264249.7,106342.03,0.0,0.0,402227.09,0.0,0.0,136403.82,55900.31,0.0,0.0,751927.25,0.0,122316.55,0.0,66333.79,153879.3,79447.45,43143.87,37774.25,0.0,118989.33,35558.16,161151.08,0.0,0.0,98323.57,0.0,0.0,149156.62,0.0,0.0,272004.94,235065.77,906955.47,0.0,0.0,106477.31,92511.06,0.0,0.0,0.0,448654.25,0.0,245253.62,223227.9,0.0,0.0,155766.11,415842.6,148590.55,338391.25,0.0,0.0,92072.7,156987.43,90280.19,91675.95,0.0,175110.32,0.0,296810.77,0.0,0.0,255003.79,59540.7,123079.57,0.0,166900.45
2013-05,Historical Data,0.0,0.0,182314.57,0.0,100940.45,442780.94,0.0,689942.19,78980.15,0.0,69106.7,128839.88,173746.96,194831.63,82832.68,151686.44,165414.29,106639.22,198944.01,0.0,255475.52,0.0,0.0,0.0,0.0,0.0,107465.66,255235.6,103072.07,125475.47,0.0,293970.99,0.0,0.0,27624.89,290047.72,183068.07,250808.28,0.0,144468.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285860.41,0.0,42404.0,110261.7,0.0,76870.63,118199.45,0.0,127156.34,0.0,310900.13,160871.82,166850.27,0.0,0.0,76838.03,134348.86,131728.36,565626.2,0.0,66793.97,229636.98,147369.0,0.0,0.0,84499.97,240615.61,233661.65,9303.12,821700.81,195454.44,139615.55,104551.0,46605.01,0.0,155181.38,278.4,139863.04,0.0,0.0,0.0,140560.0,181864.4,146364.44,0.0,178392.62,98672.57,103621.7,0.0,294241.07,126695.52,0.0,268024.26,291487.01,97928.08,98996.32,0.0,207051.79,0.0,171594.27,0.0,0.0,87841.64,0.0,114036.68,234302.2,65153.09,0.0,83672.72,0.0,196072.64,0.0,0.0,225465.39,0.0,0.0,112666.79,0.0,0.0,0.0,115502.53,0.0,106199.49,0.0,0.0,0.0,0.0,269896.71,38885.98,169574.95,0.0,280289.78,0.0,112253.54,243525.44,391040.31,0.0,0.0,0.0,171849.02,0.0,108086.54,166295.04,138029.57,439681.97,0.0,108294.15,0.0,0.0,212070.87,185333.66,235038.7,68575.2,0.0,284274.67,0.0,115412.88,142484.69,140224.48,688729.57,60076.02,170080.27,188213.3,212363.54,0.0,0.0,198947.58,99779.57,0.0,45098.25,0.0,0.0,181576.42,158514.63,140473.66,163165.04,300030.32,130465.89,149968.36,73055.18,320759.95,137607.98,329098.65,0.0,0.0,0.0,0.0,162546.63,361168.62,96230.68,86365.39,165634.21,317648.83,199901.29,0.0,0.0,0.0,196865.31,137712.74,336598.69,188370.1,0.0,231544.64,0.0,0.0,135683.42,0.0,0.0,245115.79,103693.43,0.0,0.0,361604.19,0.0,0.0,111732.61,43891.8,0.0,0.0,727748.25,0.0,116932.62,0.0,22557.74,196243.27,68009.17,0.0,41727.25,0.0,105683.12,58423.48,159981.07,0.0,0.0,135771.11,0.0,0.0,144307.8,0.0,0.0,308291.67,247970.09,1094940.84,0.0,238146.87,99920.23,107266.67,0.0,0.0,0.0,470784.95,0.0,228727.14,211249.94,56123.36,0.0,162196.72,405100.14,152203.19,335301.3,0.0,0.0,86079.87,164943.2,145451.81,86872.95,0.0,182314.57,0.0,327817.36,0.0,0.0,274928.61,47902.17,127703.6,0.0,191592.8
2013-06,Historical Data,0.0,0.0,149447.95,0.0,84847.51,395268.88,0.0,641818.81,90566.02,0.0,45054.0,113348.61,179220.18,192518.84,61777.46,137139.4,159553.51,78911.1,0.0,0.0,240874.32,0.0,0.0,0.0,0.0,0.0,97536.26,235104.59,98960.73,96736.49,0.0,258642.72,0.0,0.0,26308.95,257627.01,141395.44,288230.69,0.0,178583.35,0.0,0.0,0.0,173131.93,0.0,0.0,0.0,252920.58,0.0,30906.5,112701.5,0.0,92163.57,130141.15,33807.68,135295.23,0.0,258553.66,154949.88,128893.88,0.0,0.0,76978.67,125289.48,121547.98,679028.28,0.0,60899.76,197166.95,140524.69,0.0,0.0,66602.63,162944.19,130845.5,14627.67,724734.01,151100.31,129858.03,84519.42,40953.74,0.0,132506.32,347.48,133106.51,0.0,0.0,0.0,123800.0,171406.34,161288.18,0.0,103789.33,107758.64,78833.46,0.0,278887.36,108313.17,0.0,226228.86,237394.08,108985.68,95549.62,0.0,257032.86,0.0,151694.61,0.0,0.0,76959.5,0.0,91402.76,237737.21,48724.69,0.0,75498.86,0.0,175967.98,0.0,0.0,220484.18,0.0,100686.58,113261.99,0.0,0.0,0.0,111571.26,0.0,93756.46,43810.59,0.0,0.0,0.0,292164.57,34040.9,159398.55,0.0,237270.93,0.0,95844.14,230967.18,408853.25,0.0,0.0,0.0,151537.74,122973.74,91463.23,132963.52,128755.15,398750.8,0.0,108252.2,0.0,255771.23,216019.23,185070.18,164712.14,66782.73,0.0,362628.82,0.0,156023.55,112271.09,139576.88,564860.01,68715.46,194187.97,145342.78,249816.88,0.0,0.0,162042.55,62595.75,0.0,0.0,0.0,0.0,152248.09,134547.99,157035.77,137406.97,282605.51,106204.53,143919.7,73339.34,299572.2,152535.61,392261.69,0.0,0.0,0.0,0.0,148571.34,292318.25,95053.55,70196.79,153249.96,245176.35,171653.63,0.0,0.0,0.0,169007.24,138235.22,353823.42,195692.05,0.0,152622.33,0.0,0.0,139348.7,0.0,0.0,234341.82,91510.37,0.0,0.0,342053.51,0.0,0.0,117464.46,53704.9,0.0,0.0,755975.1,0.0,122657.79,0.0,58900.16,135312.6,73109.16,43479.45,39942.25,0.0,129013.27,74409.36,129573.53,0.0,0.0,136703.34,0.0,0.0,126277.53,0.0,157456.78,277902.13,217346.01,907582.19,0.0,0.0,91727.41,112377.98,0.0,0.0,0.0,470524.26,0.0,204234.94,193031.91,43015.47,0.0,157405.22,350928.61,142792.06,291687.84,0.0,0.0,67619.73,131135.59,131136.21,74509.53,0.0,149447.95,0.0,267851.92,0.0,0.0,223361.25,46572.32,115005.43,0.0,134138.54
2013-07,Historical Data,0.0,0.0,117611.03,0.0,111406.18,407611.11,0.0,592099.22,80535.0,0.0,34116.7,138644.44,146679.93,241343.77,59059.32,158211.91,0.0,122546.07,179925.18,0.0,248443.32,0.0,0.0,0.0,0.0,0.0,104505.91,251084.79,125737.66,75533.45,0.0,251514.84,0.0,0.0,6451.1,255932.37,143487.76,284091.42,0.0,183553.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293104.31,0.0,44738.79,123750.0,0.0,90614.02,128138.27,32120.44,77719.12,0.0,282453.9,203782.2,170406.95,0.0,0.0,68774.48,127421.23,90869.08,690944.16,0.0,67045.0,234411.35,92159.0,0.0,0.0,63694.58,162218.36,251069.81,16315.67,682376.15,149044.23,135813.88,77914.54,50878.0,0.0,129177.85,866.81,140436.91,0.0,0.0,0.0,126135.0,139065.62,167161.34,0.0,143695.59,96593.4,102999.71,0.0,282523.43,83350.32,0.0,214805.04,253503.77,95762.5,90641.17,0.0,259661.18,0.0,146200.97,0.0,0.0,85335.52,0.0,51950.91,212578.24,57767.6,0.0,97975.8,0.0,191840.77,0.0,0.0,242265.94,0.0,68201.09,122050.89,0.0,0.0,0.0,137976.01,0.0,81569.26,0.0,0.0,0.0,0.0,347604.12,27947.46,171949.29,0.0,353534.19,0.0,63801.54,194372.31,315106.31,0.0,0.0,0.0,176258.02,128671.81,100471.87,157900.31,146756.91,379358.44,0.0,113110.71,0.0,0.0,225899.6,181987.37,176517.31,65729.71,0.0,374516.6,0.0,115717.9,125605.37,140943.46,462810.95,75858.15,121305.22,136137.25,222771.15,0.0,0.0,141676.55,63321.89,0.0,0.0,0.0,0.0,186952.63,126667.63,85972.72,133184.83,230330.3,122567.27,140547.03,117244.68,266126.08,148509.87,219052.21,0.0,0.0,0.0,0.0,119078.52,310430.11,53763.22,82464.41,117131.03,333902.0,184429.76,0.0,0.0,0.0,187083.85,156305.71,324564.29,199559.39,0.0,253287.04,0.0,0.0,146664.86,0.0,0.0,199235.74,73104.2,0.0,0.0,340462.27,0.0,0.0,120626.84,66637.83,0.0,0.0,721995.4,0.0,113574.26,0.0,0.0,170464.9,72603.03,32464.14,40608.91,0.0,103894.57,60265.53,128226.64,0.0,0.0,129646.13,0.0,0.0,100404.84,0.0,144561.42,308819.42,226912.07,982374.37,0.0,203074.07,107091.3,68334.52,0.0,0.0,0.0,431495.35,0.0,229022.9,219239.61,41648.96,0.0,126795.81,378878.77,145299.02,270352.75,0.0,0.0,72554.69,79976.7,89814.14,89460.46,0.0,117611.03,0.0,240484.86,0.0,0.0,256278.28,31855.68,117373.09,0.0,175672.4
2013-08,Historical Data,0.0,0.0,144726.8,0.0,82301.86,378330.64,0.0,567099.75,51509.09,0.0,0.0,110461.74,140596.42,145588.91,55069.42,148082.91,141632.89,55080.84,0.0,0.0,218599.12,0.0,0.0,0.0,0.0,0.0,85573.1,255920.05,98156.61,85730.44,0.0,212455.67,0.0,0.0,25245.45,231402.47,141014.76,257935.72,0.0,149431.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193992.04,0.0,60943.2,117514.5,82951.1,78520.66,127512.21,0.0,109541.62,0.0,265942.46,97935.73,121209.26,0.0,0.0,81697.77,82154.63,102955.28,733445.18,0.0,63532.9,192020.5,129381.72,0.0,0.0,68655.37,160753.97,217171.6,21809.2,758385.75,113029.29,110966.84,79066.25,74096.3,0.0,124228.77,3409.88,84108.01,0.0,0.0,0.0,99550.0,145829.59,122668.15,0.0,112800.75,101713.43,71648.37,0.0,209219.41,108313.78,0.0,216062.49,202111.03,41579.14,74919.23,0.0,197134.25,0.0,152880.47,0.0,0.0,0.0,0.0,76981.7,181362.72,45389.53,0.0,77083.4,0.0,176594.95,0.0,0.0,257483.69,0.0,0.0,124485.61,0.0,0.0,0.0,120345.99,0.0,97735.55,0.0,0.0,0.0,0.0,314339.2,30082.92,133482.89,0.0,179719.5,0.0,76249.47,218676.81,329855.89,0.0,0.0,0.0,197310.96,0.0,99469.65,155202.92,122610.4,380589.46,0.0,115875.26,0.0,271510.17,216733.18,148096.63,166083.66,0.0,0.0,332893.76,0.0,156438.48,96237.58,114665.34,598322.4,64533.62,119048.28,178434.05,188346.38,0.0,0.0,164311.23,80255.23,0.0,0.0,0.0,0.0,0.0,126885.37,164788.43,157792.45,277911.03,103447.71,134033.68,127133.87,259574.25,135703.06,306884.71,0.0,0.0,0.0,0.0,115493.18,277232.63,61461.43,68758.89,166006.53,255100.11,138940.89,0.0,0.0,0.0,171075.37,138579.06,336979.81,216312.11,0.0,215226.39,0.0,0.0,165226.17,0.0,0.0,248578.03,73955.41,0.0,0.0,307060.69,0.0,0.0,81096.35,49844.35,0.0,0.0,684145.91,0.0,112453.96,0.0,57993.91,160044.1,71877.47,45139.3,30593.0,0.0,110768.85,41240.72,87293.32,0.0,0.0,125823.47,0.0,0.0,119439.65,0.0,0.0,229838.24,205359.6,778978.21,0.0,0.0,87599.33,79292.43,0.0,0.0,0.0,397946.14,0.0,206108.09,199352.95,35138.76,0.0,113624.13,307683.84,127960.66,273324.06,0.0,135820.63,63994.18,98912.13,87988.7,86247.63,0.0,144726.8,0.0,285026.79,0.0,0.0,248691.2,53055.21,106784.55,0.0,133599.75
